company_name,city,state,pin_code,company_type,contact_number,company_website
" Infinium Toyota, Gandhidham  ",Gandhidham,Gujarat,370240, Industry Top, (02836) 655461,"<a href=""http://www.infinium-toyota.com""  target=""_blank"">www.infinium-toyota.com</a>"
" Infinium Toyota, Himatnagar  ",Himatnagar,Gujarat,383006, Industry Top, (02772) 665000,Website Not Found
 Infinium Toyota  ,Ahmedabad,Gujarat,380051, SMEs, (079) 66041400,"<a href=""http://www.infinium-toyota.com""  target=""_blank"">www.infinium-toyota.com</a>"
" Infinium Toyota, Ahmedabad  ",Ahmedabad,Gujarat,380051, SMEs, (079) 66041400,"<a href=""http://www.infinium-toyota.com""  target=""_blank"">www.infinium-toyota.com</a>"
 Infinium Motors Pvt Ltd  ,Ahmedabad,Gujarat,380051, Industry Top, (079) 66041400,"<a href=""http://www.infinium-toyota.com""  target=""_blank"">www.infinium-toyota.com</a>"
" Infinity Cars Pvt Ltd, Nariman Point SR  ",Mumbai,Maharashtra,400021, SMEs, (022) 67145100,"<a href=""http://www.bmw-infinitycars.in""  target=""_blank"">www.bmw-infinitycars.in</a>"
 Infinity Cars Pvt Ltd  ,Mumbai,Maharashtra,400018, SMEs, (022) 67145100,"<a href=""http://www.bmw-infinitycars.in""  target=""_blank"">www.bmw-infinitycars.in</a>"
 Industrial Forge & Engineering Co. Ltd  ,Jamshedpur,Jharkhand,832108, SMEs, (0657) 2203432  9934313945,"<a href=""http://www.iforge.co.in""  target=""_blank"">www.iforge.co.in</a>"
 Indus Motor Co Pvt Ltd  ,Kochi,Kerala,682005, India's 501-1000, (0484) 2358587   4151000,"<a href=""http://www.indusmotor.com""  target=""_blank"">www.indusmotor.com</a>"
 Indraprastha Automobiles Pvt Ltd  ,NewDelhi,Delhi,110015, Industry Top, (011) 45584558,"<a href=""http://www.indraprasthaautomobiles.com""  target=""_blank"">www.indraprasthaautomobiles.com</a>"
 Indraprastha Motors  ,Thrissur,Kerala,680006, Industry Top, (0487 ) 2254344,Website Not Found
 Indomobil Sales & Services Pvt Ltd  ,Latur,Maharashtra,413531, Industry Top, (02382) 221501  221502,Website Not Found
 Indra Enterprises Pvt Ltd (Indra Motors)  ,Rourkela,Orissa,769004, SMEs, (0661) 2400356   2400357,Website Not Found
 Indo Schottle Auto Parts Pvt Ltd  ,Pune,Maharashtra,412108, Industry Top, (020) 9922008301,"<a href=""http://www.indoschottle.com""  target=""_blank"">www.indoschottle.com</a>"
 Indo Shell Mould Ltd  ,Coimbatore,TamilNadu,641021, Industry Top, (0422) 3982600,"<a href=""http://www.indoshellfoundry.com""  target=""_blank"">www.indoshellfoundry.com</a>"
 Indo Farm Equipment Ltd  ,Nalagarh,HimachalPradesh,173205, Industry Top, (01795) 274247,"<a href=""http://www.indofarm.in""  target=""_blank"">www.indofarm.in</a>"
 Indo Autotech Ltd  ,Faridabad,Haryana,121005, Industry Top, (0129) 4028209,"<a href=""http://www.indoautotech.com""  target=""_blank"">www.indoautotech.com</a>"
 Indication Instruments Ltd ( Veethree )  ,Faridabad,Haryana,121006, Industry Top, (0129) 4195300,"<a href=""http://www.veethree.com""  target=""_blank"">www.veethree.com</a>"
 Jeewan Motors Pvt Ltd  ,Bhopal,MadhyaPradesh,462004, SMEs, (0755) 4222888  9826398703,Website Not Found
 Indian Motors.  ,NewDelhi,Delhi,110091, SMEs, (011) 22149193,Website Not Found
 Indian Agriculture & Automobile Corporation  ,Agra,UttarPradesh,282010, SMEs, (0562) 9927233550,Website Not Found
 India Yamaha Motor Pvt Ltd  ,Noida,UttarPradesh,201306, MNC, (0120) 2350634  2350637,"<a href=""http://www.yamaha-motor-india.com""  target=""_blank"">www.yamaha-motor-india.com</a>"
 India Tyre & Rubber Co. India Ltd (Ruia Group) ,Kolkata,WestBengal,700017, Industry Top, (033) 40675011  22178775,"<a href=""http://www.ruiagroup.co.in""  target=""_blank"">www.ruiagroup.co.in</a>"
 India Shine Exporters  ,Faridabad,Haryana,121002, SMEs, (0129) 4000209,"<a href=""http://www.measureomatic.com""  target=""_blank"">www.measureomatic.com</a>"
 India Pistons Ltd ,Chennai,TamilNadu,600011, Industry Top, (044) 26729200  26729310,"<a href=""http://www.indiapistons.com""  target=""_blank"">www.indiapistons.com</a>"
 India Nippon Electricals Ltd ,Dankanikotta,TamilNadu,635114, Industry Top, (04347) 230229  230228,"<a href=""http://www.indianippon.com""  target=""_blank"">www.indianippon.com</a>"
 India Garage  ,Bangalore,Karnataka,560020, Industry Top, (080) 41106006,"<a href=""http://www.india-garage.in""  target=""_blank"">www.india-garage.in</a>"
 Ind Auto Moto Turnings Pvt Ltd  ,Chennai,TamilNadu,600041, SMEs, (044) 22542483  9884076065,"<a href=""http://www.indauto.co.in""  target=""_blank"">www.indauto.co.in</a>"
 India Forge & Drop Stampings Ltd  ,Chennai,TamilNadu,603209, Industry Top, (044) 27452263,"<a href=""http://www.indiaforge.in""  target=""_blank"">www.indiaforge.in</a>"
 Indel Automotives Pvt Ltd  ,Thrissur,Kerala,680006, SMEs, (0487 ) 9249756297  9349592720,Website Not Found
 INA Bearings India Pvt Ltd  ,Pune,Maharashtra,410506, MNC, (020) 30614100  30614104,"<a href=""http://www.ina.com""  target=""_blank"">www.ina.com</a>"
 Imperial Vehicles Pvt Ltd  ,Jamshedpur,Jharkhand,832109, SMEs, (0657) 2200214  2200215,"<a href=""http://imperialvehicles.com""  target=""_blank"">imperialvehicles.com</a>"
 Jayshree Auto Trade Pvt Ltd (Jayshree Toyota)  ,Durgapur,WestBengal,713212, SMEs, (0343) 9434788204  9434788360,"<a href=""http://jayshreetoyota.com""  target=""_blank"">jayshreetoyota.com</a>"
 Imperial Auto Industries Ltd  ,Faridabad,Haryana,121002, Industry Top, (0129) 4267600,"<a href=""http://www.impauto.com""  target=""_blank"">www.impauto.com</a>"
 IM Gears Pvt Ltd  ,Chennai,TamilNadu,600073, Industry Top, (044) 22780598  22780386,"<a href=""http://www.imgearsindia.com""  target=""_blank"">www.imgearsindia.com</a>"
 Igarashi Motors India Ltd  ,Chennai,TamilNadu,600045, MNC, (044) 42298199  22628199,"<a href=""http://www.igusa.com""  target=""_blank"">www.igusa.com</a>"
 Ilakshi Auto Sales  ,Ahemadnagar,Maharashtra,414003, Industry Top, (0241) 2471235  2470236,"<a href=""http://ilakshihero.heromotocorpdealers.com""  target=""_blank"">ilakshihero.heromotocorpdealers.com</a>"
 IFB Automotive Pvt Ltd  ,Bangalore,Karnataka,560048, Industry Top, (080) 39884450  39842386,"<a href=""http://www.ifbautomotive.com""  target=""_blank"">www.ifbautomotive.com</a>"
 Jayaraj Karz  ,Trichy,TamilNadu,620012, SMEs, (0431) 2906420  9244422750,"<a href=""http://www.jayarajgroup.com""  target=""_blank"">www.jayarajgroup.com</a>"
 IE Auto Industrial Enterprise Pvt Ltd  ,NewDelhi,Delhi,110009, SMEs, (011) 27459815  27459826,"<a href=""http://www.ieproducts.net""  target=""_blank"">www.ieproducts.net</a>"
 Iceberg Hero  ,Mumbai,Maharashtra,400104, Industry Top, (022) 28777789  28777790,Website Not Found
 Ibex Products Pvt Ltd  ,Chennai,TamilNadu,600002, Industry Top, (044) 28601610,"<a href=""http://www.ibexproducts.com""  target=""_blank"">www.ibexproducts.com</a>"
 IAC International Automotive India Pvt Ltd  ,Chakan,Maharashtra,410501, MNC, (02135) 615701,"<a href=""http://www.iacgroup.com""  target=""_blank"">www.iacgroup.com</a>"
 I Ride Bajaj  ,Nagpur,Maharashtra,440008, SMEs, (0712) 6464333 8888875740,Website Not Found
 Kar Motors.  ,Goa,Goa,403406, Industry Top, (0832) 9225903877 9225536078,Website Not Found
 I B Motors Pvt Ltd  ,Rajkot,Gujarat,360001, SMEs, (0281) 2361411,Website Not Found
 Hyundai Motor India Ltd ( HMIL )  ,NewDelhi,Delhi,110044, MNC, (011) 66022000,"<a href=""http://www.hyundai.co.in""  target=""_blank"">www.hyundai.co.in</a>"
" Hyson Fiat, Thrissur  ",Thrissur,Kerala,680519, Industry Top, (0487 ) 9526069500,"<a href=""http://hysonfiat.com""  target=""_blank"">hysonfiat.com</a>"
" Hyson Fiat, Palakkad  ",Palakkad,Kerala,678001, SMEs, (0491) 9526049500,"<a href=""http://hysonfiat.com""  target=""_blank"">hysonfiat.com</a>"
 Hyson Fiat  ,Kochi,Kerala,682019, Industry Top, (0484) 9526063500,"<a href=""http://hysonfiat.com""  target=""_blank"">hysonfiat.com</a>"
 Hyco Enterprises  ,Gurgaon,Haryana,122001, SMEs, (0124) 4030291  9560790971,Website Not Found
 Horizon Motors  ,Nadiad,Gujarat,387001, SMEs, (0268) 2569551  9879564141,Website Not Found
 Jay Ushin Ltd ,Gurgaon,Haryana,122001, Industry Top, (0124) 4623400,"<a href=""http://www.jpmgroup.co.in""  target=""_blank"">www.jpmgroup.co.in</a>"
 Horizon Industrial Products Pvt Ltd  ,NewDelhi,Delhi,110002, Industry Top, (011) 23270266,"<a href=""http://bluepeterindia.com""  target=""_blank"">bluepeterindia.com</a>"
 Hooghly Suzuki  ,Hooghly,WestBengal,712101, SMEs, (033) 26807744,Website Not Found
 HNS Coaches Pvt Ltd  ,Jaipur,Rajasthan,302013, SMEs, (0141) 2330373  2330473,"<a href=""http://www.hnscoaches.com""  target=""_blank"">www.hnscoaches.com</a>"
 Honda Motorcycle & Scooter India Pvt Ltd(HMSI)  ,Gurgaon,Haryana,122018, MNC, (0124) 6712800  2290911,"<a href=""http://www.honda2wheelersindia.com""  target=""_blank"">www.honda2wheelersindia.com</a>"
 Honda Cars India Ltd  ,GreaterNoida,UttarPradesh,201306, MNC, (0120) 2341806,"<a href=""http://www.hondacarindia.com""  target=""_blank"">www.hondacarindia.com</a>"
 Hodek Vibration Technologies Pvt Ltd  ,Dhound,Maharashtra,412202, SMEs, (02119) 242184  242111,"<a href=""http://www.hodekindia.com""  target=""_blank"">www.hodekindia.com</a>"
 HMT Tractors Ltd ,Pinjor,Haryana,134101, Industry Top, (01733) 263729,"<a href=""http://www.hmttractors.co.in""  target=""_blank"">www.hmttractors.co.in</a>"
 HMT International Ltd ,Bangalore,Karnataka,560032, Industry Top, (080) 23339060  23339287,"<a href=""http://www.hmti.com""  target=""_blank"">www.hmti.com</a>"
 HMM Infra Ltd  ,Ambala,Haryana,134003, Industry Top, (0171) 9729948000,"<a href=""http://www.hmminfra.com""  target=""_blank"">www.hmminfra.com</a>"
 Hira Automobiles Ltd  ,Patiala,Punjab,147001, Industry Top, (0175) 2209100  2209101,"<a href=""http://www.hiraautomobiles.com""  target=""_blank"">www.hiraautomobiles.com</a>"
 Hindustan Hyundai  ,Jaipur,Rajasthan,302016, SMEs, (0141) 2345987  6531516,"<a href=""http://www.hindustan.hyundaimotor.in""  target=""_blank"">www.hindustan.hyundaimotor.in</a>"
 Hitech Arai Ltd  ,Madurai,TamilNadu,625002, MNC, (0452) 2539106  2536116,Website Not Found
 HM Motors  ,Mumbai,Maharashtra,410206, Industry Top, (022) 27465657  27465757,Website Not Found
 Hindustan Everest Tools Ltd  ,NewDelhi,Delhi,110019, Industry Top, (011) 41606783,"<a href=""http://www.everesttools.com""  target=""_blank"">www.everesttools.com</a>"
 Hindustan Composites Ltd( Turner& Newell )  ,Mumbai,Maharashtra,400013, Industry Top, (022) 66880100,"<a href=""http://www.hindcompo.com""  target=""_blank"">www.hindcompo.com</a>"
 Hindustan Auto Agency  ,Ichalkaranji,Maharashtra,827001, SMEs, (0230) 9431128765  9431128684,Website Not Found
 Hindustan Aeronautics Ltd  ,Bangalore,Karnataka,560001, India's 501-1000, (080) 22322226  22317348,"<a href=""http://www.hal-india.com""  target=""_blank"">www.hal-india.com</a>"
 Jaiswal Automobiles  ,Balaghat,MadhyaPradesh,481001, Industry Top, (07632) 241140,Website Not Found
 Hinduja Ventures Ltd ,Mumbai,Maharashtra,400093, Industry Top, (022) 66910945  66910947,"<a href=""http://www.hindujaventures.com""  target=""_blank"">www.hindujaventures.com</a>"
 Hinduja Group Ltd ,Mumbai,Maharashtra,400018, Industry Top, (022) 24960707,"<a href=""http://www.hindujagroup.com""  target=""_blank"">www.hindujagroup.com</a>"
 Hind Automobiles Exports  ,Sonepat,Haryana,131029, SMEs, (0130) 9811146637  8042752894,"<a href=""http://www.hindautomobilesexports.in""  target=""_blank"">www.hindautomobilesexports.in</a>"
 Himgiri Motors  ,Siliguri,WestBengal,734001, Industry Top, (0353) 2544950,Website Not Found
 Himmat Jai Motors  ,Jodhpur,Rajasthan,342003, Industry Top, (0291) 2435734  2644111,Website Not Found
 Himavasini Hyundai  ,Hosur,TamilNadu,635109, SMEs, (04344) 320900  9488092030,"<a href=""http://www.himavasini.com""  target=""_blank"">www.himavasini.com</a>"
 Himalayan Harley Davidson  ,Chandigarh,Chandigarh,160002, SMEs, (0172) 9915025588,Website Not Found
 Himalaya Cars  ,Yavatmal,Maharashtra,445001, SMEs, (07232) 249991  249990,Website Not Found
 Himalaya Auto Care  ,Shimla,HimachalPradesh,173219, SMEs, (0177) 9816318080,Website Not Found
 Hilux Autoelectric Pvt Ltd  ,NewDelhi,Delhi,110064, SMEs, (011) 41845142,"<a href=""http://www.hiluxautoelectric.com""  target=""_blank"">www.hiluxautoelectric.com</a>"
 Hilton Hyundai  ,Thiruvananthapuram,Kerala,695008, Industry Top, (0471) 2360703,"<a href=""http://www.hiltonhyundai.com""  target=""_blank"">www.hiltonhyundai.com</a>"
" Jaibajrang Bajaj, Arrah  ",Arrah,Bihar,802301, Industry Top, (06182) 237614  233944,Website Not Found
" Highway Honda,Cuttack  ",Cuttak,Orissa,753001, Industry Top, (0671) 7873999779,Website Not Found
 Jai Kumar Arun Kumar Pvt Ltd  ,Meerut,UttarPradesh,250002, Industry Top, (0121) 2511769  2517892,Website Not Found
 Highway Honda  ,Bhubaneswar,Orissa,751010, Industry Top, (0674) 7112222 2463522,"<a href=""http://www.highwayhonda.com""  target=""_blank"">www.highwayhonda.com</a>"
 Hibond Bearings Pvt Ltd  ,Rajkot,Gujarat,360003, SMEs, (0281) 2387678  2387854,"<a href=""http://www.hibond.com""  target=""_blank"">www.hibond.com</a>"
 Highland Automobiles Pvt Ltd  ,Srinagar,Jammu&Kashmir,190001, Industry Top, (0194) 9419019898,Website Not Found
 HI-LEX India Pvt Ltd  ,Gurgaon,Haryana,122050, MNC, (0124) 4675000  4565000,"<a href=""http://www.hi-lex.co.in""  target=""_blank"">www.hi-lex.co.in</a>"
 Hi Tech Gears Ltd ( Hi-Tech Group )  ,Gurgaon,Haryana,122001, Industry Top, (0124) 4715100,"<a href=""http://www.hitechgears.com""  target=""_blank"">www.hitechgears.com</a>"
 Jai auto (A divison of JSB Auto Pvt Ltd)  ,NewDelhi,Delhi,110022, SMEs, (011) 41414168,Website Not Found
 Hi Speed Bikes  ,Guwahati,Assam,781011, Industry Top, (0361) 2679996  2570064,Website Not Found
 HGI Automotives Pvt Ltd  ,Faridabad,Haryana,121004, SMEs, (0129) 2307304  2307305,"<a href=""http://www.hgiautomotives.com""  target=""_blank"">www.hgiautomotives.com</a>"
 Hero Motors Ltd ,NewDelhi,Delhi,110019, Industry Top, (011) 40511700   26216666,"<a href=""http://www.heromotors.com""  target=""_blank"">www.heromotors.com</a>"
 Hero MotoCorp Ltd ,NewDelhi,Delhi,110057, India's Top 500, (011) 46044100  26142451,"<a href=""http://www.heromotocorp.com""  target=""_blank"">www.heromotocorp.com</a>"
 Jagdish Motors  ,Junagadh,Gujarat,362001, SMEs, (0285) 2624320  2620064,Website Not Found
 Hero Electric Vehicles Pvt Ltd ,NewDelhi,Delhi,110020, Industry Top, (011) 41820050,"<a href=""http://www.heroelectric.in""  target=""_blank"">www.heroelectric.in</a>"
 Hero Cycles Ltd ,Ludhiana,Punjab,141010, India's 501-1000, (0161) 5026969  2539448,"<a href=""http://www.herocycles.com""  target=""_blank"">www.herocycles.com</a>"
 Hema Motors Pvt Ltd  ,Warangal,Telangana,506007, SMEs, (0870) 8702441333  8008204467,Website Not Found
 Helical Springs  ,Gurgaon,Haryana,122050, Industry Top, (0124) 4801000,"<a href=""http://www.helical-springs.com""  target=""_blank"">www.helical-springs.com</a>"
 Heak Auto Pvt Ltd  ,Nashik,Maharashtra,422009, SMEs, (0253) 3027130  23027134,"<a href=""http://www.skoda-auto.co.in""  target=""_blank"">www.skoda-auto.co.in</a>"
 HD Motor Company India Pvt Ltd  ,Gurgaon,Haryana,122003, MNC, (0124) 4961600,"<a href=""http://www.harley-davidson.in""  target=""_blank"">www.harley-davidson.in</a>"
 Hav Automobiles Pvt Ltd  ,Patna,Bihar,800013, SMEs, (0612) 3213211  9798005500,Website Not Found
 Harshlok Motors India Pvt Ltd(Majestic Honda)  ,Ahemadnagar,Maharashtra,414001, Industry Top, (0241) 6611111  6614323,"<a href=""http://www.majestichonda.com""  target=""_blank"">www.majestichonda.com</a>"
 Harshali Hyundai  ,Sagar,MadhyaPradesh,470004, SMEs, (07582) 286441  286442,"<a href=""http://harshali.hyundaimotor.in#""  target=""_blank"">harshali.hyundaimotor.in#</a>"
" Harsha Toyota, Vellapanchavadi  ",Chennai,TamilNadu,600077, SMEs, (044) 39997999,"<a href=""http://www.harshatoyota.com""  target=""_blank"">www.harshatoyota.com</a>"
" Harsha Toyota, Tirupati  ",Tirupathi,AndhraPradesh,517520, Industry Top, (0877) 7702724365,"<a href=""http://www.harshatoyota.com""  target=""_blank"">www.harshatoyota.com</a>"
" Harsha Toyota, Nellore  ",Hyderabad,Telangana,524320, SMEs, (040) 39997999,Website Not Found
 Hawa Control International  ,Surat,Gujarat,394210, SMEs, (0261) 2273004  2273005,"<a href=""http://www.hciautomation.com""  target=""_blank"">www.hciautomation.com</a>"
" Harsha Toyota, Kurnool  ",Kurnool,AndhraPradesh,518003, Industry Top, (08518) 7702924365,Website Not Found
" Harsha Toyota, Hyderabad.  ",Hyderabad,Telangana,500074, SMEs, (040) 24114122,Website Not Found
" Harsha Toyota, Chennai.  ",Chennai,TamilNadu,600016, Industry Top, (044) 39997999,"<a href=""http://www.harshatoyota.com""  target=""_blank"">www.harshatoyota.com</a>"
 Harsha Toyota  ,Hyderabad,Telangana,500084, Industry Top, (040) 39997999,"<a href=""http://www.harshatoyota.com""  target=""_blank"">www.harshatoyota.com</a>"
 Harsha Automotive Pvt Ltd  ,Hyderabad,Telangana,500084, Industry Top, (040) 44374437,"<a href=""http://www.harshatoyota.com""  target=""_blank"">www.harshatoyota.com</a>"
 Harsha Automobiles  ,Hyderabad,Telangana,500032, Industry Top, (040) 39997999,"<a href=""http://www.harshatoyota.com""  target=""_blank"">www.harshatoyota.com</a>"
 Harsh Motors  ,Katni,MadhyaPradesh,483501, Industry Top, (07622) 9826155722,Website Not Found
 Harpreet Automobiles  ,Ludhiana,Punjab,143401, Industry Top, (0161) 9814675195,Website Not Found
" Haroon Bajaj, Kadapa  ",Kadapa,AndhraPradesh,500360, SMEs, (08562) 9951476133  9948060786,Website Not Found
 Haroon Bajaj  ,Tenali,AndhraPradesh,516001, SMEs, (08644) 226778  225668,Website Not Found
 Harley Davidson Motor Company India Pvt Ltd  ,Gurgaon,Haryana,122002, MNC, (0124) 4961600,"<a href=""http://www.harley-davidson.com""  target=""_blank"">www.harley-davidson.com</a>"
 Harita Seating Systems Ltd ,Denkanikoitah,TamilNadu,635114, Industry Top, (04347) 233445,"<a href=""http://www.haritaseating.com""  target=""_blank"">www.haritaseating.com</a>"
 Harit Motors  ,Panipat,Haryana,132103, SMEs, (0180) 09812001232,Website Not Found
 Hariom Auto & Service Station  ,Sehore,MadhyaPradesh,466001, Industry Top, (07562) 9300642601,Website Not Found
 Harinder Industries Pvt Ltd  ,Gurgaon,Haryana,122050, SMEs, (0124) 09811999937,Website Not Found
 Industrials Spares Manufacturing Co  ,Kolkata,WestBengal,700033, SMEs, (033) 9831006168,"<a href=""http://www.industrialsparesfromindia.com""  target=""_blank"">www.industrialsparesfromindia.com</a>"
 Har Cars Auto Pvt Ltd  ,Cannanore,Kerala,670003, Industry Top, (0497) 2766477,"<a href=""http://www.harcars.in""  target=""_blank"">www.harcars.in</a>"
 Happy Forgings Ltd  ,Ludhiana,Punjab,141120, Industry Top, (0161) 2510938  09814216313,"<a href=""http://www.happyforgingsltd.com""  target=""_blank"">www.happyforgingsltd.com</a>"
 Hapbco Motorcycles Pvt Ltd  ,Kozhikode,Kerala,673011, Industry Top, (0495) 2369453  2369454,Website Not Found
 Industrial Engineering Syndicate(Inensy)  ,Bassein,Maharashtra,401208, SMEs, (0250) 6453339   2481170,"<a href=""http://www.inensy.com""  target=""_blank"">www.inensy.com</a>"
 Hanuman Fiat  ,Mangalore,Karnataka,575013, SMEs, (0824) 2455766   9379919486,Website Not Found
 Hanuman Cars  ,Mangalore,Karnataka,575013, Industry Top, (0824) 2455766,Website Not Found
 Hans Machineries Pvt Ltd  ,Howrah,WestBengal,711304, SMEs, (033) 26792105,"<a href=""http://www.hansindustry.com""  target=""_blank"">www.hansindustry.com</a>"
 Hans Hyundai  ,NewDelhi,Delhi,110015, Industry Top, (011) 40683000  41428000,"<a href=""http://www.hanshyundai.com""  target=""_blank"">www.hanshyundai.com</a>"
 Hanu Autonics Pvt Ltd  ,Alwar,Rajasthan,301001, SMEs, (0144) 2703674  9413303674,"<a href=""http://www.hanuautonics.in""  target=""_blank"">www.hanuautonics.in</a>"
 Hanon Systems Climate India Ltd ,Bhiwadi,Rajasthan,301019, MNC, (01493) 221426,"<a href=""http://www.hanonsystems.com""  target=""_blank"">www.hanonsystems.com</a>"
 Hamidi Exports  ,Ludhiana,Punjab,141003, SMEs, (0161) 2533532   2543806,"<a href=""http://www.hamidiindia.com""  target=""_blank"">www.hamidiindia.com</a>"
 Hallmark Automotives Pvt Ltd ( Hallmark Honda )  ,Mumbai,Maharashtra,400706, Industry Top, (022) 27675000,"<a href=""http://www.hallmarkhonda.co.in""  target=""_blank"">www.hallmarkhonda.co.in</a>"
